word
rain
adventure
agriculture
air purifying
amazon
amazon
amazon
amazon
amazon
amazon
amazon
amazon
amazon
amazon
amazon
amazon rainforest
amazon rainforest
amazon river
amazon
anacondas
wet
animals
animals
animals
animals
animals
animals
animals
animals
awesome
basin
beautiful
beautiful
beautiful
beautiful
beautiful
beautiful
beautiful
being depleted
big
big cats
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
birds
birds
birds
birds
birds of paradise
birds of paradise
brazil
brazil
brazil
bright colors
buggy
buggy
busy
cafe
cafe
canopy
canopy
canopy
canopy
canopy
carbon sink
central america
chameleon
coffee
colorful
colorful
colorful
complex
congo
rain
cool
costa rica
covered
crowded
dangerous
david attenborough
deforestation
deforestation
deforestation
deforestation
deforestation
deforestation
deforestation
deforestation
dense
dirt
disappearing
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
(bio)diversity
lungs of the world
ecosystem
ecosystem
ecosystem
ecosystems
ecosystems
equator
essential
essential
everglades
exotic
exotic
exotic animals
exotic animals
farming
forest
forest
frogs
fresh
frogs
frogs
frogs
frogs
frogs
frogs
frogs
frogs
frogs
frogs
frogs/cool animals
full of life
full of life
full of life
green
green
green
green
green
green
green
green
green
green
green
green
green
green
green
green
green
green
green
hot
rain
hectares
hierarchical
rain
high temperatures
home of many animals
hot
hot
hot
hot
hot
hot
hot
hot
hot
hot
hot
hot
hot
huge
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
humid
hunger games catching fire
important
important
in the south
indigenous people
insects
interesting
jungle
jungle
jungle
jungle
jungle
jungle cats
large
large
layers of greenery
leaves
life
lively
logging
noisy
lungs of the world
lush
lush
lush
lush
lush
mist
mist over trees
moist
moist
moisture
moisture
monkeys
monkeys
monkeys
monkeys
monkeys
mosquitos
mud
mud
nature
needs to be protected
neglected
no seasons
oxygen
palm oil
(bio)diversity
plant life
plantation
plants
plants
plants
plants
plants
poison dart frogs
poison dart frogs
precipitation
pretty
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rain
rare birds
reptiles
research
rich
the movie 'rio'
rivers
rivers
rot
scary bugs
snakes
snakes
snakes
snakes
snakes
south america
south america
south america
spiders
storms
stunning
tall trees
tall trees
amazon
amazon
amazon
thick trees
threatened
thunder
toucans
toucans
toucans
trees
tree frogs
tree frogs
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees
trees and plants
tropical
tropical
understory
unique
unique animals
unique plants
unique plants
untamed
vast
vital
vital
warm climate
water
water
water
water
waterfalls
waterfalls
waxy leaves
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wet
wild
wild
wild species
wildlife
wildlife
wildlife
wildlife
wildlife
