"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"RWA",2001,10.68536000877258408,6817.628714132518815
"RWA",2002,4.53482884819837803,2697.474213721418635
"RWA",2003,28.97537139098889984,17363.380402619837366
"RWA",2004,6.99410998955179865,4481.89318641139027
"RWA",2005,14.29623145022393312,9414.37162886706141
"RWA",2006,39.35351762318977243,25207.26190033836037
"RWA",2007,8.76252429343526138,5436.59432329661280
"RWA",2008,26.6700604082164775,17374.66657788394451
"RWA",2009,12.9128692123882434,8187.80424454405696
"RWA",2010,24.05777408027398096,15959.388101764470634
"RWA",2011,7.14859329861565649,4456.92349810845390
"RWA",2012,6.61048885081624414,3972.44785341656172
"RWA",2013,15.29798292623718430,8703.482982827184985
"RWA",2014,34.36440093761278000,19956.04397552907491
"RWA",2015,9.37917762045498488,5818.300783806908176
"RWA",2016,22.90390339691087931,14512.68859935987680
"RWA",2017,13.91201890097540986,9274.14075696983224
"RWA",2018,40.04688767275743535,25933.19901694644902
"RWA",2019,13.83436646568088424,9358.75758728304540
"RWA",2020,113.43980448415319077,65056.559037897133045
"RWA",2021,42.27397623991339519,26515.326101044036355
"RWA",2022,14.75816375012823958,9737.59573044462923
